,Title,Artist,Streams,Date
33856,lovely,Billie Eilish,1314511,2019-03-20
33857,when the party's over,Billie Eilish,1286943,2019-03-20
33858,Mixed Personalities (feat. Kanye West),YNW Melly,1268122,2019-03-20
33859,Ella Quiere Beber - Remix,Anuel AA,1265188,2019-03-20
33860,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,1258881,2019-03-20
33861,Amanece,Anuel AA,1258054,2019-03-20
33862,rockstar (feat. 21 Savage),Post Malone,1237042,2019-03-20
33863,Lucid Dreams,Juice WRLD,1234234,2019-03-20
33864,Better,Khalid,1227622,2019-03-20
33865,SAD!,XXXTENTACION,1198766,2019-03-20
33866,Drip Too Hard (Lil Ba,& Gunna),1168659,2019-03-20
33867,Always Remember Us This Way,Lady Gaga,1160009,2019-03-20
33868,Youngblood,5 Seconds of Summer,1135605,2019-03-20
33869,Last Hurrah,Bebe Rexha,1126683,2019-03-20
33870,Saturday Nights,Khalid,1111163,2019-03-20
33871,Moonlight,XXXTENTACION,1064848,2019-03-20
33872,Esclavo de Tus Besos,Manuel Turizo,1059621,2019-03-20
33873,Wake Up in the Sky,Gucci Mane,1057204,2019-03-20
33874,Bad Liar,Imagine Dragons,1050906,2019-03-20
33875,2002,Anne-Marie,1050352,2019-03-20
33876,Mo Bamba,Sheck Wes,1048553,2019-03-20
33877,Wir ticken,Capital Bra,1047032,2019-03-20
33878,In My Mind,Dynoro,1033008,2019-03-20
33879,Walk Me Home,P!nk,1030783,2019-03-20
33880,Don't Stop Me Now - Remastered,Queen,1028014,2019-03-20
33881,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,1020977,2019-03-20
33882,Another One Bites The Dust - Remastered 2011,Queen,1014121,2019-03-20
33883,Shape of You,Ed Sheeran,1008328,2019-03-20
33884,I Like It,Cardi B,1006428,2019-03-20
33885,Adictiva,Daddy Yankee,996685,2019-03-20
33886,Say My Name,David Guetta,976022,2019-03-20
33887,idontwannabeyouanymore,Billie Eilish,963409,2019-03-20
33888,Love Someone,Lukas Graham,960030,2019-03-20
33889,Promises (with Sam Smith),Calvin Harris,957734,2019-03-20
33890,Pass auf wen du liebst,Ufo361,954819,2019-03-20
33891,Hear Me Calling,Juice WRLD,953328,2019-03-20
33892,I Like Me Better,Lauv,951902,2019-03-20
33893,Wolke 10,MERO,950364,2019-03-20
33894,Believer,Imagine Dragons,950086,2019-03-20
33895,Taste (feat. Offset),Tyga,944077,2019-03-20
33896,So Am I,Ava Max,939351,2019-03-20
33897,Body (feat. Brando),Loud Luxury,935739,2019-03-20
33898,Nights Like This (feat. Ty Dolla $ign),Kehlani,929255,2019-03-20
33899,no tears left to cry,Ariana Grande,927189,2019-03-20
33900,Perfect,Ed Sheeran,921509,2019-03-20
33901,Psycho (feat. Ty Dolla $ign),Post Malone,904337,2019-03-20
33902,Jocelyn Flores,XXXTENTACION,902328,2019-03-20
33903,God's Plan,Drake,900881,2019-03-20
33904,The Bones,Maren Morris,900676,2019-03-20
33905,No Sleep (feat. Bonn),Martin Garrix,895398,2019-03-20
33906,i,Lil Skies,892351,2019-03-20
33907,Reggaeton,J Balvin,884437,2019-03-20
33908,Lost In Japan,Shawn Mendes,878280,2019-03-20
33909,needy,Ariana Grande,875352,2019-03-20
33910,Dancin (feat. Luvli) - Krono Remix,Aaron Smith,871968,2019-03-20
33911,Just You and I,Tom Walker,866335,2019-03-20
33912,365,Zedd,865429,2019-03-20
33913,Faucet Failure,Ski Mask The Slump God,861697,2019-03-20
33914,Money,Cardi B,857116,2019-03-20
33915,Numb Numb Juice,ScHoolboy Q,848109,2019-03-20
33916,NASA,Ariana Grande,847839,2019-03-20
33917,Soltera,Lunay,847543,2019-03-20
33918,One Kiss (with Dua Lipa),Calvin Harris,844982,2019-03-20
33919,Splashin,Rich The Kid,839728,2019-03-20
33920,Aullando,Wisin & Yandel,837884,2019-03-20
33921,NI BIEN NI MAL,Bad Bunny,832288,2019-03-20
33922,Too Good At Good,es,823755,2019-03-20
33923,Nonstop,Drake,821743,2019-03-20
33924,Under Pressure - Remastered,Queen,820290,2019-03-20
33925,Natural,Imagine Dragons,818962,2019-03-20
33926,Thunder,Imagine Dragons,813166,2019-03-20
33927,bloodline,Ariana Grande,812134,2019-03-20
33928,bellyache,Billie Eilish,806434,2019-03-20
33929,IDGAF,Dua Lipa,801616,2019-03-20
33930,Say You Won't Let Go,James Arthur,797438,2019-03-20
33931,Beautiful (feat. Camila Cabello),Bazzi,795062,2019-03-20
33932,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,794891,2019-03-20
33933,Bubalu,Becky G,793768,2019-03-20
33934,Créeme,KAROL G,786635,2019-03-20
33935,The Middle,Zedd,783474,2019-03-20
33936,Speechless (feat. Erika Sirola),Robin Schulz,777304,2019-03-20
33937,Best Part (feat. Daniel Caesar),H.E.R.,776419,2019-03-20
33938,imagine,Ariana Grande,773674,2019-03-20
33939,11 Minutes (with Halsey feat. Travis Barker),YUNGBLUD,770111,2019-03-20
33940,Leave Me Alone,Flipp Dinero,766782,2019-03-20
33941,In My Feelings,Drake,765852,2019-03-20
33942,Havana (feat. Young Thug),Camila Cabello,764492,2019-03-20
33943,Bola Rebola,Tropkillaz,760837,2019-03-20
33944,This Feeling,The Chainsmokers,755444,2019-03-20
33945,I Fall Apart,Post Malone,754259,2019-03-20
33946,Empty,Juice WRLD,752848,2019-03-20
33947,Envy Me,Calboy,745714,2019-03-20
33948,Si Se Da,Myke Towers,745177,2019-03-20
33949,ocean eyes,Billie Eilish,745065,2019-03-20
33950,Let You Love Me,Rita Ora,744696,2019-03-20
33951,Ruin My Life,Zara Larsson,740873,2019-03-20
33952,Solo (feat. Demi Lovato),Clean Bandit,740184,2019-03-20
33953,Red Room,Offset,739198,2019-03-20
33954,Make Believe,Juice WRLD,735478,2019-03-20
33955,changes,XXXTENTACION,732241,2019-03-20
33956,Congratulations,Post Malone,730472,2019-03-20
33957,Pa Olvidarte (feat. Manuel Turizo) - Remix,ChocQuibTown,729441,2019-03-20
33958,Undrunk,FLETCHER,729106,2019-03-20
33959,New Rules,Dua Lipa,728230,2019-03-20
33960,bad idea,Ariana Grande,727275,2019-03-20
33961,Imposible,Luis Fonsi,725965,2019-03-20
33962,Girls Need Love (with Drake) - Remix,Summer Walker,721066,2019-03-20
33963,Contra La Pared,Sean Paul,720788,2019-03-20
33964,Shotgun,George Ezra,716268,2019-03-20
33965,Armed And Dangerous,Juice WRLD,713285,2019-03-20
33966,Big Plans,Why Don't We,712835,2019-03-20
33967,Photograph,Ed Sheeran,710350,2019-03-20
33968,FRIENDS,Marshmello,709732,2019-03-20
33969,Wow. - Remix,Post Malone,708122,2019-03-20
33970,Somebody To Love - Remastered 2011,Queen,707215,2019-03-20
33971,Solo de Mi,Bad Bunny,701512,2019-03-20
33972,We Will Rock You - Remastered,Queen,699794,2019-03-20
33973,Sola,Manuel Turizo,699519,2019-03-20
33974,Startender (feat. Offset and Tyga),A Boogie Wit da Hoodie,695997,2019-03-20
33975,Freaky,Tory Lanez,695968,2019-03-20
33976,Vaina Loca,Ozuna,690273,2019-03-20
33977,Closer,The Chainsmokers,689043,2019-03-20
33978,In My Blood,Shawn Mendes,685342,2019-03-20
33979,Space Cadet (feat. Gunna),Metro Boomin,683037,2019-03-20
33980,Te Boté - Remix,Nio Garcia,682219,2019-03-20
33981,Rise,Jonas Blue,682128,2019-03-20
33982,Ba,,677473,2019-03-20
33983,Kiss and Make Up,Dua Lipa,674652,2019-03-20
33984,XO Tour Llif3,Lil Uzi Vert,670590,2019-03-20
33985,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,668152,2019-03-20
33986,Almost (Sweet Music),Hozier,658987,2019-03-20
33987,Thinking out Loud,Ed Sheeran,652488,2019-03-20
33988,Alleen,KC Rebell,649300,2019-03-20
33989,Ric Flair Drip (& Metro Boomin),Offset,643928,2019-03-20
33990,Fuck Love (feat. Trippie Redd),XXXTENTACION,642353,2019-03-20
33991,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,641044,2019-03-20
33992,All of Me,John Legend,638092,2019-03-20
33993,Wonderwall - Remastered,Oasis,637388,2019-03-20
33994,Pure Cocaine,Lil Ba,637191,2019-03-20
33995,Maze,Juice WRLD,636912,2019-03-20
33996,HUMBLE.,Kendrick Lamar,635565,2019-03-20
33997,Happy Now,Kygo,630461,2019-03-20
33998,Happier,Ed Sheeran,628947,2019-03-20
33999,I'm Yours,Jason Mraz,627085,2019-03-20
34000,7 rings,Ariana Grande,4636423,2019-03-21
34001,Con Calma,Daddy Yankee,4244873,2019-03-21
34002,Sucker,Jonas Brothers,3850215,2019-03-21
34003,Shallow,Lady Gaga,3376842,2019-03-21
34004,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,3364223,2019-03-21
34005,Wow.,Post Malone,3267527,2019-03-21
34006,"break up with your girlfriend, i'm bored",Ariana Grande,3222264,2019-03-21
34007,Dancing With A Stranger (with Normani),Sam Smith,2639422,2019-03-21
34008,MIDDLE CHILD,J. Cole,2494137,2019-03-21
34009,Sweet but Psycho,Ava Max,2454771,2019-03-21
34010,Happier,Marshmello,2385962,2019-03-21
34011,Calma - Remix,Pedro Capó,2384988,2019-03-21
34012,Secreto,Anuel AA,2372978,2019-03-21
34013,Without Me,Halsey,2364197,2019-03-21
34014,"thank u, next",Ariana Grande,2324746,2019-03-21
34015,Baila Baila Baila,Ozuna,2313177,2019-03-21
34016,Don't Call Me Up,Mabel,2244241,2019-03-21
34017,bury a friend,Billie Eilish,2196354,2019-03-21
34018,i'm so tired...,Lauv,2128371,2019-03-21
34019,Talk,Khalid,2106868,2019-03-21
34020,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",benny blanco,2080046,2019-03-21
34021,Murder On My Mind,YNW Melly,2046853,2019-03-21
34022,Here With Me,Marshmello,2040362,2019-03-21
34023,Going Bad (feat. Drake),Meek Mill,1972901,2019-03-21
34024,Giant (with Rag'n'Bone Man),Calvin Harris,1968217,2019-03-21
34025,wish you were gay,Billie Eilish,1934017,2019-03-21
34026,HP,Maluma,1874469,2019-03-21
34027,R.I.P. (feat. Rita Ora & Anitta),Sofia Reyes,1846802,2019-03-21
34028,Pa Mí - Remix,Dalex,1804336,2019-03-21
34029,High Hopes,Panic! At The Disco,1801114,2019-03-21
34030,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,1775796,2019-03-21
34031,Let Me Down Slowly,Alec Benjamin,1757300,2019-03-21
34032,My Bad,Khalid,1755459,2019-03-21
34033,MIA (feat. Drake),Bad Bunny,1753511,2019-03-21
34034,Please Me,Cardi B,1740496,2019-03-21
34035,Robbery,Juice WRLD,1704057,2019-03-21
34036,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,1703391,2019-03-21
34037,Old Town Road,Lil Nas X,1701479,2019-03-21
34038,SICKO MODE,Travis Scott,1615801,2019-03-21
34039,Bohemian Rhapsody - Remastered 2011,Queen,1614473,2019-03-21
34040,Adan y Eva,Paulo Londra,1603844,2019-03-21
34041,Pure Water (with Migos),Mustard,1532806,2019-03-21
34042,Eastside (with Halsey & Khalid),benny blanco,1524341,2019-03-21
34043,Desconocidos,Mau y Ricky,1481913,2019-03-21
34044,Look Back at It,A Boogie Wit da Hoodie,1468518,2019-03-21
34045,Better Now,Post Malone,1468095,2019-03-21
34046,Who Do You Love,The Chainsmokers,1437460,2019-03-21
34047,Thotiana,Blueface,1433393,2019-03-21
34048,Be Alright,Dean Lewis,1394022,2019-03-21
34049,Fast,Juice WRLD,1381039,2019-03-21
34050,Someone You Loved,Lewis Capaldi,1365970,2019-03-21
34051,Te Vi,Piso 21,1357731,2019-03-21
34052,Un Año,Sebastian Yatra,1342499,2019-03-21
34053,a lot,21 Savage,1338512,2019-03-21
34054,ZEZE,Kodak Black,1324464,2019-03-21
34055,Girls Like You (feat. Cardi B),Maroon 5,1316331,2019-03-21
34056,lovely,Billie Eilish,1298107,2019-03-21
34057,Amanece,Anuel AA,1276294,2019-03-21
34058,Ella Quiere Beber - Remix,Anuel AA,1273030,2019-03-21
34059,when the party's over,Billie Eilish,1267508,2019-03-21
34060,Mixed Personalities (feat. Kanye West),YNW Melly,1250387,2019-03-21
34061,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,1244572,2019-03-21
34062,rockstar (feat. 21 Savage),Post Malone,1242476,2019-03-21
34063,Lucid Dreams,Juice WRLD,1236191,2019-03-21
34064,Better,Khalid,1216179,2019-03-21
34065,SAD!,XXXTENTACION,1186397,2019-03-21
34066,Drip Too Hard (Lil Ba,& Gunna),1173492,2019-03-21
34067,Always Remember Us This Way,Lady Gaga,1151777,2019-03-21
34068,Youngblood,5 Seconds of Summer,1132043,2019-03-21
34069,Saturday Nights,Khalid,1102467,2019-03-21
34070,Esclavo de Tus Besos,Manuel Turizo,1092632,2019-03-21
34071,Last Hurrah,Bebe Rexha,1084043,2019-03-21
34072,Moonlight,XXXTENTACION,1064727,2019-03-21
34073,Wake Up in the Sky,Gucci Mane,1063671,2019-03-21
34074,So Am I,Ava Max,1063318,2019-03-21
34075,Bad Liar,Imagine Dragons,1057966,2019-03-21
34076,Mo Bamba,Sheck Wes,1055740,2019-03-21
34077,2002,Anne-Marie,1053203,2019-03-21
34078,In My Mind,Dynoro,1037413,2019-03-21
34079,Don't Stop Me Now - Remastered,Queen,1035657,2019-03-21
34080,Another One Bites The Dust - Remastered 2011,Queen,1030532,2019-03-21
34081,Walk Me Home,P!nk,1017885,2019-03-21
34082,Wir ticken,Capital Bra,1017849,2019-03-21
34083,Shape of You,Ed Sheeran,1016171,2019-03-21
34084,Adictiva,Daddy Yankee,1013496,2019-03-21
34085,I Like It,Cardi B,1003848,2019-03-21
34086,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,1003200,2019-03-21
34087,Say My Name,David Guetta,975322,2019-03-21
34088,Promises (with Sam Smith),Calvin Harris,960377,2019-03-21
34089,idontwannabeyouanymore,Billie Eilish,956691,2019-03-21
34090,Taste (feat. Offset),Tyga,953802,2019-03-21
34091,Believer,Imagine Dragons,951115,2019-03-21
34092,Love Someone,Lukas Graham,948410,2019-03-21
34093,I Like Me Better,Lauv,943150,2019-03-21
34094,Body (feat. Brando),Loud Luxury,942192,2019-03-21
34095,Perfect,Ed Sheeran,927264,2019-03-21
34096,Wolke 10,MERO,921786,2019-03-21
34097,no tears left to cry,Ariana Grande,919835,2019-03-21
34098,Hear Me Calling,Juice WRLD,910951,2019-03-21
34099,Nights Like This (feat. Ty Dolla $ign),Kehlani,910130,2019-03-21
34100,Psycho (feat. Ty Dolla $ign),Post Malone,909233,2019-03-21
34101,Jocelyn Flores,XXXTENTACION,900478,2019-03-21
34102,God's Plan,Drake,900150,2019-03-21
34103,No Sleep (feat. Bonn),Martin Garrix,900054,2019-03-21
34104,Reggaeton,J Balvin,894911,2019-03-21
34105,Dancin (feat. Luvli) - Krono Remix,Aaron Smith,888541,2019-03-21
34106,Pass auf wen du liebst,Ufo361,881973,2019-03-21
34107,Just You and I,Tom Walker,878713,2019-03-21
34108,Soltera,Lunay,876733,2019-03-21
34109,i,Lil Skies,869786,2019-03-21
34110,needy,Ariana Grande,868314,2019-03-21
34111,365,Zedd,861826,2019-03-21
34112,Faucet Failure,Ski Mask The Slump God,861401,2019-03-21
34113,Aullando,Wisin & Yandel,861345,2019-03-21
34114,The Bones,Maren Morris,854546,2019-03-21
34115,Lost In Japan,Shawn Mendes,853781,2019-03-21
34116,Money,Cardi B,852446,2019-03-21
34117,One Kiss (with Dua Lipa),Calvin Harris,851627,2019-03-21
34118,Splashin,Rich The Kid,840209,2019-03-21
34119,NASA,Ariana Grande,836211,2019-03-21
34120,NI BIEN NI MAL,Bad Bunny,836131,2019-03-21
34121,Under Pressure - Remastered,Queen,833630,2019-03-21
34122,Too Good At Good,es,829468,2019-03-21
34123,Nonstop,Drake,821062,2019-03-21
34124,Thunder,Imagine Dragons,814870,2019-03-21
34125,Natural,Imagine Dragons,808913,2019-03-21
34126,Numb Numb Juice,ScHoolboy Q,803452,2019-03-21
34127,Say You Won't Let Go,James Arthur,803256,2019-03-21
34128,bellyache,Billie Eilish,801436,2019-03-21
34129,Créeme,KAROL G,800582,2019-03-21
34130,Bubalu,Becky G,799810,2019-03-21
34131,Beautiful (feat. Camila Cabello),Bazzi,797912,2019-03-21
34132,bloodline,Ariana Grande,795978,2019-03-21
34133,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,792109,2019-03-21
34134,Speechless (feat. Erika Sirola),Robin Schulz,788372,2019-03-21
34135,IDGAF,Dua Lipa,781658,2019-03-21
34136,Havana (feat. Young Thug),Camila Cabello,773464,2019-03-21
34137,In My Feelings,Drake,772502,2019-03-21
34138,The Middle,Zedd,772097,2019-03-21
34139,Best Part (feat. Daniel Caesar),H.E.R.,765430,2019-03-21
34140,Si Se Da,Myke Towers,764752,2019-03-21
34141,Leave Me Alone,Flipp Dinero,764187,2019-03-21
34142,imagine,Ariana Grande,763591,2019-03-21
34143,I Fall Apart,Post Malone,759921,2019-03-21
34144,Bola Rebola,Tropkillaz,758975,2019-03-21
34145,This Feeling,The Chainsmokers,752255,2019-03-21
34146,Let You Love Me,Rita Ora,751432,2019-03-21
34147,Envy Me,Calboy,750526,2019-03-21
34148,Contra La Pared,Sean Paul,744252,2019-03-21
34149,11 Minutes (with Halsey feat. Travis Barker),YUNGBLUD,743950,2019-03-21
34150,Solo (feat. Demi Lovato),Clean Bandit,741345,2019-03-21
34151,Ruin My Life,Zara Larsson,740930,2019-03-21
34152,Pa Olvidarte (feat. Manuel Turizo) - Remix,ChocQuibTown,739400,2019-03-21
34153,ocean eyes,Billie Eilish,738913,2019-03-21
34154,Congratulations,Post Malone,738336,2019-03-21
34155,Undrunk,FLETCHER,738055,2019-03-21
34156,changes,XXXTENTACION,731695,2019-03-21
34157,Imposible,Luis Fonsi,727564,2019-03-21
34158,New Rules,Dua Lipa,725106,2019-03-21
34159,Red Room,Offset,719121,2019-03-21
34160,Empty,Juice WRLD,717294,2019-03-21
34161,Photograph,Ed Sheeran,713489,2019-03-21
34162,bad idea,Ariana Grande,713461,2019-03-21
34163,Somebody To Love - Remastered 2011,Queen,712053,2019-03-21
34164,Armed And Dangerous,Juice WRLD,712018,2019-03-21
34165,Vaina Loca,Ozuna,710803,2019-03-21
34166,Wow. - Remix,Post Malone,708579,2019-03-21
34167,We Will Rock You - Remastered,Queen,707338,2019-03-21
34168,Solo de Mi,Bad Bunny,704610,2019-03-21
34169,Make Believe,Juice WRLD,704087,2019-03-21
34170,Shotgun,George Ezra,703758,2019-03-21
34171,FRIENDS,Marshmello,702593,2019-03-21
34172,Sola,Manuel Turizo,701639,2019-03-21
34173,Ba,,697658,2019-03-21
34174,Te Boté - Remix,Nio Garcia,696600,2019-03-21
34175,Startender (feat. Offset and Tyga),A Boogie Wit da Hoodie,694156,2019-03-21
34176,Big Plans,Why Don't We,690866,2019-03-21
34177,Closer,The Chainsmokers,687461,2019-03-21
34178,Rise,Jonas Blue,679970,2019-03-21
34179,Girls Need Love (with Drake) - Remix,Summer Walker,678515,2019-03-21
34180,XO Tour Llif3,Lil Uzi Vert,678118,2019-03-21
34181,Kiss and Make Up,Dua Lipa,676321,2019-03-21
34182,Freaky,Tory Lanez,676023,2019-03-21
34183,In My Blood,Shawn Mendes,675515,2019-03-21
34184,Space Cadet (feat. Gunna),Metro Boomin,675438,2019-03-21
34185,I'm Yours,Jason Mraz,674800,2019-03-21
34186,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,668836,2019-03-21
34187,Thinking out Loud,Ed Sheeran,659347,2019-03-21
34188,Ric Flair Drip (& Metro Boomin),Offset,652387,2019-03-21
34189,Wonderwall - Remastered,Oasis,646120,2019-03-21
34190,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,642976,2019-03-21
34191,Fuck Love (feat. Trippie Redd),XXXTENTACION,642835,2019-03-21
34192,All of Me,John Legend,640740,2019-03-21
34193,Alleen,KC Rebell,640511,2019-03-21
34194,Happier,Ed Sheeran,636968,2019-03-21
34195,Africa,TOTO,636727,2019-03-21
34196,HUMBLE.,Kendrick Lamar,635719,2019-03-21
34197,Happy Now,Kygo,634677,2019-03-21
34198,No New Friends,Sia,632423,2019-03-21
34199,Pure Cocaine,Lil Ba,627812,2019-03-21
34200,7 rings,Ariana Grande,4786814,2019-03-22
34201,Con Calma,Daddy Yankee,4692944,2019-03-22
34202,Sucker,Jonas Brothers,3994474,2019-03-22
34203,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,3534886,2019-03-22
34204,Shallow,Lady Gaga,3506897,2019-03-22
34205,Wow.,Post Malone,3442119,2019-03-22
34206,"break up with your girlfriend, i'm bored",Ariana Grande,3344026,2019-03-22
34207,Dancing With A Stranger (with Normani),Sam Smith,2733881,2019-03-22
34208,Sweet but Psycho,Ava Max,2648848,2019-03-22
34209,Calma - Remix,Pedro Capó,2630661,2019-03-22
34210,Baila Baila Baila,Ozuna,2529955,2019-03-22
34211,Secreto,Anuel AA,2511658,2019-03-22
34212,MIDDLE CHILD,J. Cole,2497177,2019-03-22
34213,Happier,Marshmello,2493558,2019-03-22
34214,Don't Call Me Up,Mabel,2414866,2019-03-22
34215,"thank u, next",Ariana Grande,2381530,2019-03-22
34216,Without Me,Halsey,2339493,2019-03-22
34217,bury a friend,Billie Eilish,2292969,2019-03-22
34218,Here With Me,Marshmello,2265009,2019-03-22
34219,i'm so tired...,Lauv,2238447,2019-03-22
34220,Giant (with Rag'n'Bone Man),Calvin Harris,2167359,2019-03-22
34221,Talk,Khalid,2115955,2019-03-22
34222,Murder On My Mind,YNW Melly,2113076,2019-03-22
34223,HP,Maluma,2063696,2019-03-22
34224,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",benny blanco,1998228,2019-03-22
34225,Going Bad (feat. Drake),Meek Mill,1980059,2019-03-22
34226,wish you were gay,Billie Eilish,1936205,2019-03-22
34227,High Hopes,Panic! At The Disco,1933205,2019-03-22
34228,Pa Mí - Remix,Dalex,1931473,2019-03-22
34229,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,1930989,2019-03-22
34230,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,1871277,2019-03-22
34231,R.I.P. (feat. Rita Ora & Anitta),Sofia Reyes,1866494,2019-03-22
34232,Old Town Road,Lil Nas X,1850877,2019-03-22
34233,MIA (feat. Drake),Bad Bunny,1849326,2019-03-22
34234,Cherry Lady,Capital Bra,1786907,2019-03-22
34235,Please Me,Cardi B,1768873,2019-03-22
34236,Let Me Down Slowly,Alec Benjamin,1768491,2019-03-22
34237,My Bad,Khalid,1735925,2019-03-22
34238,Adan y Eva,Paulo Londra,1726184,2019-03-22
34239,Bohemian Rhapsody - Remastered 2011,Queen,1716264,2019-03-22
34240,Robbery,Juice WRLD,1687738,2019-03-22
34241,SICKO MODE,Travis Scott,1681481,2019-03-22
34242,Desconocidos,Mau y Ricky,1570774,2019-03-22
34243,Pure Water (with Migos),Mustard,1565416,2019-03-22
34244,Eastside (with Halsey & Khalid),benny blanco,1538758,2019-03-22
34245,Better Now,Post Malone,1537287,2019-03-22
34246,Look Back at It,A Boogie Wit da Hoodie,1519432,2019-03-22
34247,Thotiana,Blueface,1492743,2019-03-22
34248,Be Alright,Dean Lewis,1484762,2019-03-22
34249,Who Do You Love,The Chainsmokers,1470220,2019-03-22
34250,Confessions of a Dangerous Mind,Logic,1462255,2019-03-22
34251,Te Vi,Piso 21,1439232,2019-03-22
34252,Un Año,Sebastian Yatra,1408072,2019-03-22
34253,Price On My Head (feat. The Weeknd),NAV,1388681,2019-03-22
34254,Patience,Tame Impala,1381124,2019-03-22
34255,Someone You Loved,Lewis Capaldi,1379605,2019-03-22
34256,Girls Like You (feat. Cardi B),Maroon 5,1375719,2019-03-22
34257,Amanece,Anuel AA,1358255,2019-03-22
34258,Ella Quiere Beber - Remix,Anuel AA,1334521,2019-03-22
34259,Fast,Juice WRLD,1331474,2019-03-22
34260,On My Way,Alan Walker,1326874,2019-03-22
34261,lovely,Billie Eilish,1321701,2019-03-22
34262,ZEZE,Kodak Black,1320283,2019-03-22
34263,a lot,21 Savage,1315655,2019-03-22
34264,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,1308876,2019-03-22
34265,rockstar (feat. 21 Savage),Post Malone,1304259,2019-03-22
34266,when the party's over,Billie Eilish,1299354,2019-03-22
34267,Mixed Personalities (feat. Kanye West),YNW Melly,1290706,2019-03-22
34268,Lucid Dreams,Juice WRLD,1276052,2019-03-22
34269,SAD!,XXXTENTACION,1230115,2019-03-22
34270,Better,Khalid,1226259,2019-03-22
34271,Drip Too Hard (Lil Ba,& Gunna),1210880,2019-03-22
34272,Always Remember Us This Way,Lady Gaga,1207630,2019-03-22
34273,Esclavo de Tus Besos,Manuel Turizo,1171812,2019-03-22
34274,Youngblood,5 Seconds of Summer,1148413,2019-03-22
34275,Wir ticken,Capital Bra,1137524,2019-03-22
34276,In My Mind,Dynoro,1135636,2019-03-22
34277,Fingías,Paloma Mami,1127455,2019-03-22
34278,So Am I,Ava Max,1122523,2019-03-22
34279,Last Hurrah,Bebe Rexha,1121596,2019-03-22
34280,Maman ne le sait pas (feat. Niska),Ninho,1118071,2019-03-22
34281,Bad Liar,Imagine Dragons,1109975,2019-03-22
34282,Moonlight,XXXTENTACION,1108599,2019-03-22
34283,Don't Stop Me Now - Remastered,Queen,1107799,2019-03-22
34284,Mo Bamba,Sheck Wes,1104797,2019-03-22
34285,2002,Anne-Marie,1101681,2019-03-22
34286,Wake Up in the Sky,Gucci Mane,1097300,2019-03-22
34287,Another One Bites The Dust - Remastered 2011,Queen,1093337,2019-03-22
34288,Saturday Nights,Khalid,1093047,2019-03-22
34289,I Like It,Cardi B,1086393,2019-03-22
34290,Adictiva,Daddy Yankee,1075316,2019-03-22
34291,Walk Me Home,P!nk,1068293,2019-03-22
34292,Promises (with Sam Smith),Calvin Harris,1065903,2019-03-22
34293,Splashin,Rich The Kid,1063139,2019-03-22
34294,Say My Name,David Guetta,1061261,2019-03-22
34295,Shape of You,Ed Sheeran,1059333,2019-03-22
34296,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,1036017,2019-03-22
34297,Wolke 10,MERO,1030997,2019-03-22
34298,Body (feat. Brando),Loud Luxury,1018946,2019-03-22
34299,Blackberry Sky,Eno,1011147,2019-03-22
34300,Taste (feat. Offset),Tyga,1009556,2019-03-22
34301,Ya Salame,Luciano,999259,2019-03-22
34302,Believer,Imagine Dragons,991178,2019-03-22
34303,Pass auf wen du liebst,Ufo361,984036,2019-03-22
34304,idontwannabeyouanymore,Billie Eilish,978128,2019-03-22
34305,Affalterbach,Shindy,970679,2019-03-22
34306,no tears left to cry,Ariana Grande,962975,2019-03-22
34307,Soltera,Lunay,959545,2019-03-22
34308,Reggaeton,J Balvin,952252,2019-03-22
34309,Wow. - Remix,Post Malone,949948,2019-03-22
34310,God's Plan,Drake,949298,2019-03-22
34311,Psycho (feat. Ty Dolla $ign),Post Malone,947167,2019-03-22
34312,Perfect,Ed Sheeran,945678,2019-03-22
34313,I Like Me Better,Lauv,943851,2019-03-22
34314,Te Robaré,Nicky Jam,939074,2019-03-22
34315,La vie qu'on mène,Ninho,933378,2019-03-22
34316,Dancin (feat. Luvli) - Krono Remix,Aaron Smith,930884,2019-03-22
34317,Just You and I,Tom Walker,920591,2019-03-22
34318,Aullando,Wisin & Yandel,911921,2019-03-22
34319,Faucet Failure,Ski Mask The Slump God,911276,2019-03-22
34320,Love Someone,Lukas Graham,907292,2019-03-22
