,Title,Artist,Streams,Date
1677,REMEDY,Alesso,1013674,2018-10-10
1678,Perfect,Ed Sheeran,1006483,2018-10-10
1679,Uproar,Lil Wayne,997425,2018-10-10
1680,Havana (feat. Young Thug),Camila Cabello,993345,2018-10-10
1681,IDGAF,Dua Lipa,986997,2018-10-10
1682,lovely (with Khalid),Billie Eilish,981500,2018-10-10
1683,Morph,Twenty One Pilots,977081,2018-10-10
1684,There's No Way (feat. Julia Michaels),Lauv,959378,2018-10-10
1685,Yes Indeed,Lil Ba,956049,2018-10-10
1686,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,949583,2018-10-10
1687,Culpables,KAROL G,942590,2018-10-10
1688,The Middle,Zedd,942341,2018-10-10
1689,FRIENDS,Marshmello,940225,2018-10-10
1690,New Rules,Dua Lipa,936643,2018-10-10
1691,Ocean (feat. Khalid),Martin Garrix,936155,2018-10-10
1692,Asesina,Brytiago,932414,2018-10-10
1693,Thunder,Imagine Dragons,918665,2018-10-10
1694,My Blood,Twenty One Pilots,918092,2018-10-10
1695,Clandestino,Shakira,913301,2018-10-10
1696,Let It Fly (feat. Travis Scott),Lil Wayne,908927,2018-10-10
1697,I Like Me Better,Lauv,896301,2018-10-10
1698,STARGAZING,Travis Scott,889219,2018-10-10
1699,Nevermind,Dennis Lloyd,888597,2018-10-10
1700,I Fall Apart,Post Malone,875404,2018-10-10
1701,Chlorine,Twenty One Pilots,874421,2018-10-10
1702,High On Life (feat. Bonn),Martin Garrix,870940,2018-10-10
1703,Love Lies (with Normani),Khalid,860191,2018-10-10
1704,Toda - Remix,Alex Rose,858641,2018-10-10
1705,Leave Me Alone,Flipp Dinero,856333,2018-10-10
1706,Trip,Ella Mai,845682,2018-10-10
1707,Born To Be Yours,Kygo,845289,2018-10-10
1708,Nice For What,Drake,844462,2018-10-10
1709,Everybody Dies In Their Nightmares,XXXTENTACION,843545,2018-10-10
1710,No Me Acuerdo,Thalía,834797,2018-10-10
1711,I'm a Mess,Bebe Rexha,825848,2018-10-10
1712,Don't Leave Me Alone (feat. Anne-Marie),David Guetta,825803,2018-10-10
1713,Say My Name,David Guetta,825588,2018-10-10
1714,The Ringer,Eminem,813642,2018-10-10
1715,All Girls Are The Same,Juice WRLD,812901,2018-10-10
1716,SLOW DANCING IN THE DARK,Joji,810868,2018-10-10
1717,Lean Wit Me,Juice WRLD,807797,2018-10-10
1718,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,795905,2018-10-10
1719,Too Good At Good,es,795509,2018-10-10
1720,XO Tour Llif3,Lil Uzi Vert,783837,2018-10-10
1721,Look At Me!,XXXTENTACION,778784,2018-10-10
1722,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,776499,2018-10-10
1723,Look Alive (feat. Drake),BlocBoy JB,775787,2018-10-10
1724,Say You Won't Let Go,James Arthur,775314,2018-10-10
1725,Whenever (feat. Conor Maynard),Kris Kross Amsterdam,761503,2018-10-10
1726,All I Am,Jess Glynne,757843,2018-10-10
1727,Darkside,Alan Walker,743115,2018-10-10
1728,What About Me (feat. Sosamann),Lil Wayne,742346,2018-10-10
1729,What Lovers Do (feat. SZA),Maroon 5,734856,2018-10-10
1730,YOSEMITE,Travis Scott,734576,2018-10-10
1731,REEL IT IN,Aminé,733774,2018-10-10
1732,These Days,Rudimental,729975,2018-10-10
1733,Closer,The Chainsmokers,729881,2018-10-10
1734,La player (Bandolera),Zion & Lennox,725464,2018-10-10
1735,Congratulations,Post Malone,725211,2018-10-10
1736,Hipócrita,Anuel AA,721362,2018-10-10
1737,I'm Yours,Jason Mraz,719775,2018-10-10
1738,Happier,Ed Sheeran,719181,2018-10-10
1739,X - Remix,Nicky Jam,718871,2018-10-10
1740,Want To,Dua Lipa,716828,2018-10-10
1741,Fall,Eminem,711815,2018-10-10
1742,Tints (feat. Kendrick Lamar),Anderson .Paak,708200,2018-10-10
1743,Celoso,Lele Pons,704507,2018-10-10
1744,Ibiza,Ozuna,704422,2018-10-10
1745,Lost In Japan - Remix,Shawn Mendes,703176,2018-10-10
1746,In My Blood,Shawn Mendes,695396,2018-10-10
1747,Jumpsuit,Twenty One Pilots,694759,2018-10-10
1748,Flames,David Guetta,688090,2018-10-10
1749,the remedy for a broken heart (why am I so in love),XXXTENTACION,685894,2018-10-10
1750,HUMBLE.,Kendrick Lamar,680240,2018-10-10
1751,Dedicate,Lil Wayne,677888,2018-10-10
1752,Mine,Bazzi,671214,2018-10-10
1753,Wasted (feat. Lil Uzi Vert),Juice WRLD,670656,2018-10-10
1754,Thinking out Loud,Ed Sheeran,670618,2018-10-10
1755,Drew Barrymore,Bryce Vine,669052,2018-10-10
1756,Me Niego (feat. Ozuna & Wisin),Reik,666820,2018-10-10
1757,Head Above Water,Avril Lavigne,665702,2018-10-10
1758,Young Dumb & Broke,Khalid,665243,2018-10-10
1759,Love No More,Loud Luxury,663750,2018-10-10
1760,SWISH,Tyga,663248,2018-10-10
1761,Nico And The Niners,Twenty One Pilots,659456,2018-10-10
1762,Always Remember Us This Way,Lady Gaga,659367,2018-10-10
1763,Silence,Marshmello,658672,2018-10-10
1764,OTW,Khalid,654371,2018-10-10
1765,Something Just Like This,The Chainsmokers,651816,2018-10-10
1766,Diamond Heart,Alan Walker,651445,2018-10-10
1767,Call Out My Name,The Weeknd,643244,2018-10-10
1768,Close Friends (Lil Ba,& Gunna),642542,2018-10-10
1769,Wonderwall - Remastered,Oasis,640717,2018-10-10
1770,Photograph,Ed Sheeran,638846,2018-10-10
1771,Hope,XXXTENTACION,629229,2018-10-10
1772,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",Sofia Reyes,627757,2018-10-10
1773,Sin (feat. Jaden Smith),Young Thug,625605,2018-10-10
1774,Africa,TOTO,623089,2018-10-10
1775,Unforgettable,French Montana,620925,2018-10-10
1776,Multi Millionaire (feat. Lil Uzi Vert),Lil Pump,620816,2018-10-10
1777,Don’t Matter To Me (with Michael Jackson),Drake,618208,2018-10-10
1778,Smithereens,Twenty One Pilots,615507,2018-10-10
1779,Can't Be Broken,Lil Wayne,613745,2018-10-10
1780,500 PS,Bonez MC,609883,2018-10-10
1781,Not Alike (feat. Royce Da 5'9),Eminem,609223,2018-10-10
1782,Wolves,Selena Gomez,608121,2018-10-10
1783,Ric Flair Drip (& Metro Boomin),Offset,607817,2018-10-10
1784,8 Letters,Why Don't We,601554,2018-10-10
1785,Neon Gravestones,Twenty One Pilots,600741,2018-10-10
1786,goosebumps,Travis Scott,595998,2018-10-10
1787,Mr. Brightside,The Killers,595784,2018-10-10
1788,X,Nicky Jam,594836,2018-10-10
1789,Self Care,Mac Miller,594604,2018-10-10
1790,Whatever It Takes,Imagine Dragons,593366,2018-10-10
1791,Unica,Ozuna,589076,2018-10-10
1792,One Dance,Drake,585601,2018-10-10
1793,Let You Down,NF,585532,2018-10-10
1794,Bohemian Rhapsody - Remastered 2011,Queen,584298,2018-10-10
1795,Estamos Bien,Bad Bunny,584177,2018-10-10
1796,Madura (feat. Bad Bunny),Cosculluela,584031,2018-10-10
1797,All The Stars (with SZA),Kendrick Lamar,579427,2018-10-10
1798,Culpables,Manuel Turizo,575071,2018-10-10
1799,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,574308,2018-10-10
1800,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,5401691,2018-10-11
1801,Happier,Marshmello,4136159,2018-10-11
1802,I Love It (& Lil Pump),Kanye West,3373058,2018-10-11
1803,Falling Down - Bonus Track,Lil Peep,3022959,2018-10-11
1804,Promises (with Sam Smith),Calvin Harris,2998351,2018-10-11
1805,Eastside (with Halsey & Khalid),benny blanco,2917335,2018-10-11
1806,In My Mind,Dynoro,2829295,2018-10-11
1807,Without Me,Halsey,2573315,2018-10-11
1808,SICKO MODE,Travis Scott,2544158,2018-10-11
1809,Girls Like You (feat. Cardi B),Maroon 5,2462908,2018-10-11
1810,Lucid Dreams,Juice WRLD,2441724,2018-10-11
1811,Better,Khalid,2407228,2018-10-11
1812,In My Feelings,Drake,2361347,2018-10-11
1813,Be Alright,Dean Lewis,2342484,2018-10-11
1814,Drip Too Hard (Lil Ba,& Gunna),2319057,2018-10-11
1815,Shallow,Lady Gaga,2312394,2018-10-11
1816,MIA (feat. Drake),Bad Bunny,2199612,2018-10-11
1817,SAD!,XXXTENTACION,2183330,2018-10-11
1818,Moonlight,XXXTENTACION,2172656,2018-10-11
1819,This Feeling (feat. Kelsea Ballerini),The Chainsmokers,2071719,2018-10-11
1820,Vaina Loca,Ozuna,2061944,2018-10-11
1821,BEBE,6ix9ine,2026836,2018-10-11
1822,Electricity (with Dua Lipa),Silk City,1976807,2018-10-11
1823,Better Now,Post Malone,1952055,2018-10-11
1824,STOOPID,6ix9ine,1918834,2018-10-11
1825,No Stylist,French Montana,1899592,2018-10-11
1826,I Like It,Cardi B,1869414,2018-10-11
1827,Mo Bamba,Sheck Wes,1832622,2018-10-11
1828,Natural,Imagine Dragons,1824550,2018-10-11
1829,FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,1823914,2018-10-11
1830,Taste (feat. Offset),Tyga,1790695,2018-10-11
1831,Lucky You (feat. Joyner Lucas),Eminem,1748108,2018-10-11
1832,Mona Lisa (feat. Kendrick Lamar),Lil Wayne,1715853,2018-10-11
1833,Never Recover (Lil Ba,"& Gunna, Drake)",1652033,2018-10-11
1834,Youngblood,5 Seconds of Summer,1621203,2018-10-11
1835,Let You Love Me,Rita Ora,1572942,2018-10-11
1836,Te Boté - Remix,Nio Garcia,1570464,2018-10-11
1837,Nonstop,Drake,1556180,2018-10-11
1838,Beautiful (feat. Camila Cabello),Bazzi,1541996,2018-10-11
1839,Venom - Music From The Motion Picture,Eminem,1510989,2018-10-11
1840,Solo (feat. Demi Lovato),Clean Bandit,1488032,2018-10-11
1841,Rise,Jonas Blue,1480745,2018-10-11
1842,Thunderclouds,Sia,1480068,2018-10-11
1843,Jocelyn Flores,XXXTENTACION,1474192,2018-10-11
1844,Noticed,Lil Mosey,1474048,2018-10-11
1845,rockstar (feat. 21 Savage),Post Malone,1450552,2018-10-11
1846,Cuando Te Besé,Becky G,1439667,2018-10-11
1847,God is a woman,Ariana Grande,1427132,2018-10-11
1848,Quiere Beber,Anuel AA,1423934,2018-10-11
1849,Shotgun,George Ezra,1417287,2018-10-11
1850,breathin,Ariana Grande,1404612,2018-10-11
1851,Wake Up in the Sky,Gucci Mane,1396106,2018-10-11
1852,Sweet but Psycho,Ava Max,1349879,2018-10-11
1853,Body (feat. Brando),Loud Luxury,1338739,2018-10-11
1854,High Hopes,Panic! At The Disco,1337947,2018-10-11
1855,One Kiss (with Dua Lipa),Calvin Harris,1316339,2018-10-11
1856,No Es Justo,J Balvin,1298490,2018-10-11
1857,God's Plan,Drake,1295645,2018-10-11
1858,No Brainer,DJ Khaled,1293901,2018-10-11
1859,Good,e (feat. Nicki Minaj & Willy William),1285998,2018-10-11
1860,changes,XXXTENTACION,1270839,2018-10-11
1861,Killshot,Eminem,1262921,2018-10-11
1862,Jackie Chan,Tiësto,1198998,2018-10-11
1863,Love Someone,Lukas Graham,1195249,2018-10-11
1864,no tears left to cry,Ariana Grande,1177419,2018-10-11
1865,Mala Mía,Maluma,1162427,2018-10-11
1866,Psycho (feat. Ty Dolla $ign),Post Malone,1155801,2018-10-11
1867,Sin Pijama,Becky G,1150890,2018-10-11
1868,Shape of You,Ed Sheeran,1120476,2018-10-11
1869,Amigos Con Derechos,Reik,1089621,2018-10-11
1870,Fuck Love (feat. Trippie Redd),XXXTENTACION,1087162,2018-10-11
1871,Don't Cry (feat. XXXTENTACION),Lil Wayne,1081766,2018-10-11
1872,Ya No Tiene Novio,Sebastian Yatra,1079833,2018-10-11
1873,2002,Anne-Marie,1077301,2018-10-11
1874,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,1053354,2018-10-11
1875,New Patek,Lil Uzi Vert,1045114,2018-10-11
1876,Believer,Imagine Dragons,1039346,2018-10-11
1877,Perfect,Ed Sheeran,1014070,2018-10-11
1878,Havana (feat. Young Thug),Camila Cabello,997159,2018-10-11
1879,REMEDY,Alesso,995974,2018-10-11
1880,lovely (with Khalid),Billie Eilish,988576,2018-10-11
1881,Yes Indeed,Lil Ba,983477,2018-10-11
1882,Happy Now,Zedd,979967,2018-10-11
1883,IDGAF,Dua Lipa,976568,2018-10-11
1884,Culpables,KAROL G,971737,2018-10-11
1885,Asesina,Brytiago,969859,2018-10-11
1886,There's No Way (feat. Julia Michaels),Lauv,960609,2018-10-11
1887,FRIENDS,Marshmello,950631,2018-10-11
1888,New Rules,Dua Lipa,946016,2018-10-11
1889,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,942373,2018-10-11
1890,Uproar,Lil Wayne,941715,2018-10-11
1891,Clandestino,Shakira,941652,2018-10-11
1892,The Middle,Zedd,929518,2018-10-11
1893,Say My Name,David Guetta,927192,2018-10-11
1894,Thunder,Imagine Dragons,924930,2018-10-11
1895,I Fall Apart,Post Malone,912994,2018-10-11
1896,STARGAZING,Travis Scott,903306,2018-10-11
1897,Morph,Twenty One Pilots,895504,2018-10-11
1898,Ocean (feat. Khalid),Martin Garrix,886281,2018-10-11
1899,Toda - Remix,Alex Rose,879614,2018-10-11
1900,Nevermind,Dennis Lloyd,875720,2018-10-11
1901,I Like Me Better,Lauv,870357,2018-10-11
1902,Trip,Ella Mai,868255,2018-10-11
1903,Let It Fly (feat. Travis Scott),Lil Wayne,867705,2018-10-11
1904,Leave Me Alone,Flipp Dinero,866369,2018-10-11
1905,High On Life (feat. Bonn),Martin Garrix,865378,2018-10-11
1906,No Me Acuerdo,Thalía,860109,2018-10-11
1907,Everybody Dies In Their Nightmares,XXXTENTACION,858906,2018-10-11
1908,Nice For What,Drake,858235,2018-10-11
1909,My Blood,Twenty One Pilots,854562,2018-10-11
1910,Love Lies (with Normani),Khalid,852594,2018-10-11
1911,Born To Be Yours,Kygo,849449,2018-10-11
1912,All Girls Are The Same,Juice WRLD,832939,2018-10-11
1913,Don't Leave Me Alone (feat. Anne-Marie),David Guetta,830227,2018-10-11
1914,Lean Wit Me,Juice WRLD,824500,2018-10-11
1915,I'm a Mess,Bebe Rexha,823130,2018-10-11
1916,XO Tour Llif3,Lil Uzi Vert,814696,2018-10-11
1917,The Ringer,Eminem,807678,2018-10-11
1918,SLOW DANCING IN THE DARK,Joji,800132,2018-10-11
1919,Too Good At Good,es,799796,2018-10-11
1920,Look Alive (feat. Drake),BlocBoy JB,795753,2018-10-11
1921,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,795331,2018-10-11
1922,Look At Me!,XXXTENTACION,793758,2018-10-11
1923,Chlorine,Twenty One Pilots,793112,2018-10-11
1924,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,782910,2018-10-11
1925,Say You Won't Let Go,James Arthur,777724,2018-10-11
1926,Whenever (feat. Conor Maynard),Kris Kross Amsterdam,760906,2018-10-11
1927,All I Am,Jess Glynne,759466,2018-10-11
1928,Congratulations,Post Malone,756258,2018-10-11
1929,Ibiza,Ozuna,751103,2018-10-11
1930,La player (Bandolera),Zion & Lennox,746860,2018-10-11
1931,Hipócrita,Anuel AA,744775,2018-10-11
1932,X - Remix,Nicky Jam,743706,2018-10-11
1933,REEL IT IN,Aminé,742515,2018-10-11
1934,YOSEMITE,Travis Scott,739818,2018-10-11
1935,Tanta Falta,Bryant Myers,739031,2018-10-11
1936,Darkside,Alan Walker,737078,2018-10-11
1937,Closer,The Chainsmokers,734790,2018-10-11
1938,What Lovers Do (feat. SZA),Maroon 5,729841,2018-10-11
1939,These Days,Rudimental,729548,2018-10-11
1940,Happier,Ed Sheeran,724140,2018-10-11
1941,Celoso,Lele Pons,722201,2018-10-11
1942,Want To,Dua Lipa,718362,2018-10-11
1943,I'm Yours,Jason Mraz,712862,2018-10-11
1944,Fall,Eminem,712273,2018-10-11
1945,Tints (feat. Kendrick Lamar),Anderson .Paak,697974,2018-10-11
1946,the remedy for a broken heart (why am I so in love),XXXTENTACION,695800,2018-10-11
1947,Lost In Japan - Remix,Shawn Mendes,695686,2018-10-11
1948,HUMBLE.,Kendrick Lamar,695253,2018-10-11
1949,What About Me (feat. Sosamann),Lil Wayne,692150,2018-10-11
1950,Flames,David Guetta,691826,2018-10-11
1951,Wasted (feat. Lil Uzi Vert),Juice WRLD,686778,2018-10-11
1952,In My Blood,Shawn Mendes,684510,2018-10-11
1953,Thinking out Loud,Ed Sheeran,683361,2018-10-11
1954,Always Remember Us This Way,Lady Gaga,674717,2018-10-11
1955,Me Niego (feat. Ozuna & Wisin),Reik,673653,2018-10-11
1956,Mine,Bazzi,664458,2018-10-11
1957,Young Dumb & Broke,Khalid,662358,2018-10-11
1958,OTW,Khalid,660720,2018-10-11
1959,Diamond Heart,Alan Walker,660308,2018-10-11
1960,SWISH,Tyga,659358,2018-10-11
1961,Something Just Like This,The Chainsmokers,658133,2018-10-11
1962,Silence,Marshmello,655371,2018-10-11
1963,Call Out My Name,The Weeknd,649573,2018-10-11
1964,Drew Barrymore,Bryce Vine,649058,2018-10-11
1965,Photograph,Ed Sheeran,648365,2018-10-11
1966,Wonderwall - Remastered,Oasis,646380,2018-10-11
1967,Love No More,Loud Luxury,644112,2018-10-11
1968,Close Friends (Lil Ba,& Gunna),643429,2018-10-11
1969,Hope,XXXTENTACION,641205,2018-10-11
1970,Estamos Bien,Bad Bunny,638068,2018-10-11
1971,Dedicate,Lil Wayne,637418,2018-10-11
1972,Head Above Water,Avril Lavigne,635703,2018-10-11
1973,Jumpsuit,Twenty One Pilots,635552,2018-10-11
1974,Africa,TOTO,633327,2018-10-11
1975,Unforgettable,French Montana,631415,2018-10-11
1976,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",Sofia Reyes,630986,2018-10-11
1977,Ric Flair Drip (& Metro Boomin),Offset,623274,2018-10-11
1978,Don’t Matter To Me (with Michael Jackson),Drake,623106,2018-10-11
1979,Madura (feat. Bad Bunny),Cosculluela,614157,2018-10-11
1980,Wolves,Selena Gomez,613836,2018-10-11
1981,Sin (feat. Jaden Smith),Young Thug,613259,2018-10-11
1982,X,Nicky Jam,613217,2018-10-11
1983,goosebumps,Travis Scott,610923,2018-10-11
1984,Bohemian Rhapsody - Remastered 2011,Queen,608003,2018-10-11
1985,Nico And The Niners,Twenty One Pilots,607824,2018-10-11
1986,Está Rico,Marc Anthony,606974,2018-10-11
1987,Not Alike (feat. Royce Da 5'9),Eminem,602959,2018-10-11
1988,Unica,Ozuna,602460,2018-10-11
1989,Mr. Brightside,The Killers,601286,2018-10-11
1990,Multi Millionaire (feat. Lil Uzi Vert),Lil Pump,599025,2018-10-11
1991,Self Care,Mac Miller,598562,2018-10-11
1992,PPP,Kevin Roldan,595631,2018-10-11
1993,One Dance,Drake,594908,2018-10-11
1994,Whatever It Takes,Imagine Dragons,591961,2018-10-11
1995,500 PS,Bonez MC,591824,2018-10-11
1996,8 Letters,Why Don't We,587482,2018-10-11
1997,Let You Down,NF,586584,2018-10-11
1998,Plug Walk,Rich The Kid,583523,2018-10-11
1999,All The Stars (with SZA),Kendrick Lamar,580697,2018-10-11
2000,MIA (feat. Drake),Bad Bunny,6592787,2018-10-12
2001,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,5878835,2018-10-12
2002,Happier,Marshmello,4156480,2018-10-12
2003,I Love It (& Lil Pump),Kanye West,3458114,2018-10-12
2004,ZEZE (feat. Travis Scott & Offset),Kodak Black,3291762,2018-10-12
2005,Promises (with Sam Smith),Calvin Harris,3060112,2018-10-12
2006,In My Mind,Dynoro,3009440,2018-10-12
2007,Eastside (with Halsey & Khalid),benny blanco,2975510,2018-10-12
2008,Falling Down - Bonus Track,Lil Peep,2970981,2018-10-12
2009,Without Me,Halsey,2640720,2018-10-12
2010,Shallow,Lady Gaga,2596515,2018-10-12
2011,Girls Like You (feat. Cardi B),Maroon 5,2591042,2018-10-12
2012,SICKO MODE,Travis Scott,2510589,2018-10-12
2013,Lucid Dreams,Juice WRLD,2480373,2018-10-12
2014,In My Feelings,Drake,2459588,2018-10-12
2015,Better,Khalid,2425787,2018-10-12
2016,PASS OUT (feat. 21 Savage),Quavo,2342525,2018-10-12
2017,Be Alright,Dean Lewis,2315960,2018-10-12
2018,Drip Too Hard (Lil Ba,& Gunna),2277026,2018-10-12
2019,SAD!,XXXTENTACION,2190295,2018-10-12
2020,Moonlight,XXXTENTACION,2168797,2018-10-12
2021,Vaina Loca,Ozuna,2144321,2018-10-12
2022,This Feeling (feat. Kelsea Ballerini),The Chainsmokers,2114622,2018-10-12
2023,BEBE,6ix9ine,2102577,2018-10-12
2024,Electricity (with Dua Lipa),Silk City,2033142,2018-10-12
2025,Better Now,Post Malone,2015904,2018-10-12
2026,I Like It,Cardi B,1966728,2018-10-12
2027,Mo Bamba,Sheck Wes,1953706,2018-10-12
2028,STOOPID,6ix9ine,1927106,2018-10-12
2029,Woman Like Me (feat. Nicki Minaj),Little Mix,1924459,2018-10-12
2030,No Stylist,French Montana,1916684,2018-10-12
2031,FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,1872758,2018-10-12
2032,Taste (feat. Offset),Tyga,1852687,2018-10-12
2033,Natural,Imagine Dragons,1803719,2018-10-12
2034,FLIP THE SWITCH (feat. Drake),Quavo,1783423,2018-10-12
2035,Lucky You (feat. Joyner Lucas),Eminem,1752314,2018-10-12
2036,Youngblood,5 Seconds of Summer,1691000,2018-10-12
2037,Never Recover (Lil Ba,"& Gunna, Drake)",1685546,2018-10-12
2038,Te Boté - Remix,Nio Garcia,1672386,2018-10-12
2039,Let You Love Me,Rita Ora,1656578,2018-10-12
2040,Mona Lisa (feat. Kendrick Lamar),Lil Wayne,1613271,2018-10-12
2041,Rise,Jonas Blue,1554662,2018-10-12
2042,rockstar (feat. 21 Savage),Post Malone,1544340,2018-10-12
2043,Nonstop,Drake,1539056,2018-10-12
2044,Venom - Music From The Motion Picture,Eminem,1526790,2018-10-12
2045,Beautiful (feat. Camila Cabello),Bazzi,1512596,2018-10-12
2046,Solo (feat. Demi Lovato),Clean Bandit,1509647,2018-10-12
2047,Shotgun,George Ezra,1485134,2018-10-12
2048,Cuando Te Besé,Becky G,1479789,2018-10-12
2049,Quiere Beber,Anuel AA,1470220,2018-10-12
2050,Thunderclouds,Sia,1463473,2018-10-12
2051,Jocelyn Flores,XXXTENTACION,1443522,2018-10-12
2052,Wake Up in the Sky,Gucci Mane,1407823,2018-10-12
2053,God is a woman,Ariana Grande,1407244,2018-10-12
